Title,Authors,Published Date,Summary,ArXiv URL,PDF URL,ArXiv ID,Timestamp
Synchronization of mean-field models on the circle,"Yury Polyanskiy, Philippe Rigollet, Andrew Yao",2025-07-30 17:31:57,"This paper considers a mean-field model of $n$ interacting particles whose
state space is the unit circle, a generalization of the classical Kuramoto
model. Global synchronization is said to occur if after starting from almost
any initial state, all particles coalesce to a common point on the circle. We
propose a general synchronization criterion in terms of $L_1$-norm of the third
derivative of the particle interaction function. As an application we resolve a
conjecture for the so-called self-attention dynamics (stylized model of
transformers), by showing synchronization for all $\beta \ge -0.16$, which
significantly extends the previous bound of $0\le \beta \le 1$ from
Criscitiello, Rebjock, McRae, and Boumal (2024). We also show that global
synchronization does not occur when $\beta < -2/3$.",http://arxiv.org/abs/2507.22857v1,http://arxiv.org/pdf/2507.22857v1,http://arxiv.org/abs/2507.22857v1,2025-07-31T20:26:41.752899
Federated Learning on Riemannian Manifolds: A Gradient-Free Projection-Based Approach,"Hongye Wang, Zhaoye Pan, Chang He, Jiaxiang Li, Bo Jiang",2025-07-30 17:24:27,"Federated learning (FL) has emerged as a powerful paradigm for collaborative
model training across distributed clients while preserving data privacy.
However, existing FL algorithms predominantly focus on unconstrained
optimization problems with exact gradient information, limiting its
applicability in scenarios where only noisy function evaluations are accessible
or where model parameters are constrained. To address these challenges, we
propose a novel zeroth-order projection-based algorithm on Riemannian manifolds
for FL. By leveraging the projection operator, we introduce a computationally
efficient zeroth-order Riemannian gradient estimator. Unlike existing
estimators, ours requires only a simple Euclidean random perturbation,
eliminating the need to sample random vectors in the tangent space, thus
reducing computational cost. Theoretically, we first prove the approximation
properties of the estimator and then establish the sublinear convergence of the
proposed algorithm, matching the rate of its first-order counterpart.
Numerically, we first assess the efficiency of our estimator using kernel
principal component analysis. Furthermore, we apply the proposed algorithm to
two real-world scenarios: zeroth-order attacks on deep neural networks and
low-rank neural network training to validate the theoretical findings.",http://arxiv.org/abs/2507.22855v1,http://arxiv.org/pdf/2507.22855v1,http://arxiv.org/abs/2507.22855v1,2025-07-31T20:26:41.753798
A Bit of Freedom Goes a Long Way: Classical and Quantum Algorithms for Reinforcement Learning under a Generative Model,"Andris Ambainis, Joao F. Doriguello, Debbie Lim",2025-07-30 17:24:23,"We propose novel classical and quantum online algorithms for learning
finite-horizon and infinite-horizon average-reward Markov Decision Processes
(MDPs). Our algorithms are based on a hybrid exploration-generative
reinforcement learning (RL) model wherein the agent can, from time to time,
freely interact with the environment in a generative sampling fashion, i.e., by
having access to a ""simulator"". By employing known classical and new quantum
algorithms for approximating optimal policies under a generative model within
our learning algorithms, we show that it is possible to avoid several paradigms
from RL like ""optimism in the face of uncertainty"" and ""posterior sampling"" and
instead compute and use optimal policies directly, which yields better regret
bounds compared to previous works. For finite-horizon MDPs, our quantum
algorithms obtain regret bounds which only depend logarithmically on the number
of time steps $T$, thus breaking the $O(\sqrt{T})$ classical barrier. This
matches the time dependence of the prior quantum works of Ganguly et al.
(arXiv'23) and Zhong et al. (ICML'24), but with improved dependence on other
parameters like state space size $S$ and action space size $A$. For
infinite-horizon MDPs, our classical and quantum bounds still maintain the
$O(\sqrt{T})$ dependence but with better $S$ and $A$ factors. Nonetheless, we
propose a novel measure of regret for infinite-horizon MDPs with respect to
which our quantum algorithms have $\operatorname{poly}\log{T}$ regret,
exponentially better compared to classical algorithms. Finally, we generalise
all of our results to compact state spaces.",http://arxiv.org/abs/2507.22854v1,http://arxiv.org/pdf/2507.22854v1,http://arxiv.org/abs/2507.22854v1,2025-07-31T20:26:41.753798
"On the origins of oxygen: ALMA and JWST characterise the multi-phase, metal-enriched, star-bursting medium within a 'normal' $z > 11$ galaxy","Joris Witstok, Renske Smit, William M. Baker, Pierluigi Rinaldi, Kevin N. Hainline, Hiddo S. B. Algera, Santiago Arribas, Tom J. L. C. Bakx, Andrew J. Bunker, Stefano Carniani, Stéphane Charlot, Jacopo Chevallard, Mirko Curti, Emma Curtis-Lake, Daniel J. Eisenstein, Kasper E. Heintz, Jakob M. Helton, Gareth C. Jones, Roberto Maiolino, Michael V. Maseda, Pablo G. Pérez-González, Clara L. Pollock, Brant E. Robertson, Aayush Saxena, Jan Scholtz, Irene Shivaei, Fengwu Sun, Sandro Tacchella, Hannah Übler, Darach Watson, Chris J. Willott, Zihao Wu",2025-07-30 17:59:56,"The unexpectedly high abundance of galaxies at $z > 11$ revealed by JWST has
sparked a debate on the nature of early galaxies and the physical mechanisms
regulating their formation. The Atacama Large Millimeter/submillimeter Array
(ALMA) has begun to provide vital insights on their gas and dust content, but
so far only for extreme 'blue monsters'. Here we present new, deep ALMA
observations of JADES-GS-z11-0, a more typical (sub-$L^*$) $z > 11$ galaxy that
bridges the discovery space of JWST and the Hubble Space Telescope. These data
confirm the presence of the [O III] 88 $\mu$m line at $4.5\sigma$ significance,
precisely at the redshift of several faint emission lines previously seen with
JWST/NIRSpec, while the underlying dust continuum remains undetected ($F_\nu <
9.0 \, \mathrm{\mu Jy}$), implying an obscured star formation rate (SFR) of
$\text{SFR}_\text{IR} \lesssim 6 \, \mathrm{M_\odot \, yr^{-1}}$ and dust mass
of $M_\text{dust} \lesssim 1.0 \times 10^{6} \, \mathrm{M_\odot}$ (all
$3\sigma$). The accurate ALMA redshift of $z_\text{[O III]} = 11.1221 \pm
0.0006$ ($\gtrsim \! 5\times$ refined over NIRSpec) helps confirm that
redshifts measured purely from the Lyman-$\alpha$ break, even
spectroscopically, should properly take into account the effects of potential
damped Lyman-$\alpha$ absorption (DLA) systems to avoid systematic
overestimates of up to $\Delta z \approx 0.5$. The [O III] 88 $\mu$m luminosity
of $L_\text{[O III]} = (1.0 \pm 0.3) \times 10^{8} \, \mathrm{L_\odot}$,
meanwhile, agrees well with the scaling relation for local metal-poor dwarfs
given the SFR measured by NIRCam, NIRSpec, and MIRI. The spatially resolved
MIRI and ALMA emission also underscores that JADES-GS-z11-0 is likely to
consist of two low-mass components that are undergoing strong bursts of star
formation yet are already pre-enriched in oxygen (~30% solar), only 400 Myr
after the Big Bang.",http://arxiv.org/abs/2507.22888v1,http://arxiv.org/pdf/2507.22888v1,http://arxiv.org/abs/2507.22888v1,2025-07-31T21:50:18.135022
Where to show Demos in Your Prompt: A Positional Bias of In-Context Learning,"Kwesi Cobbina, Tianyi Zhou",2025-07-30 17:59:46,"In-context learning (ICL) is a critical emerging capability of large language
models (LLMs), enabling few-shot learning during inference by including a few
demonstrations (demos) in the prompt. However, it has been found that ICL's
performance can be sensitive to the choices of demos and their order. This
paper investigates an unexplored new positional bias of ICL for the first time:
we observe that the predictions and accuracy can drift drastically when the
positions of demos, the system prompt, and the user message in LLM input are
varied. We refer to this bias as DEMOS' POSITION IN PROMPT (DPP) bias. We
design a systematic evaluation pipeline to study this type of positional bias
across classification, question answering, summarization, and reasoning tasks.
We introduce two metrics, ACCURACY-CHANGE and PREDICTION-CHANGE, to quantify
net gains and output volatility induced by changes in the demos' position.
Extensive experiments on ten LLMs from four open-source model families (QWEN,
LLAMA3, MISTRAL, COHERE) verify that the bias significantly affects their
accuracy and predictions: placing demos at the start of the prompt yields the
most stable and accurate outputs with gains of up to +6 points. In contrast,
placing demos at the end of the user message flips over 30\% of predictions
without improving correctness on QA tasks. Smaller models are most affected by
this sensitivity, though even large models remain marginally affected on
complex tasks.",http://arxiv.org/abs/2507.22887v1,http://arxiv.org/pdf/2507.22887v1,http://arxiv.org/abs/2507.22887v1,2025-07-31T21:50:18.136983
"Viser: Imperative, Web-based 3D Visualization in Python","Brent Yi, Chung Min Kim, Justin Kerr, Gina Wu, Rebecca Feng, Anthony Zhang, Jonas Kulhanek, Hongsuk Choi, Yi Ma, Matthew Tancik, Angjoo Kanazawa",2025-07-30 17:59:31,"We present Viser, a 3D visualization library for computer vision and
robotics. Viser aims to bring easy and extensible 3D visualization to Python:
we provide a comprehensive set of 3D scene and 2D GUI primitives, which can be
used independently with minimal setup or composed to build specialized
interfaces. This technical report describes Viser's features, interface, and
implementation. Key design choices include an imperative-style API and a
web-based viewer, which improve compatibility with modern programming patterns
and workflows.",http://arxiv.org/abs/2507.22885v1,http://arxiv.org/pdf/2507.22885v1,http://arxiv.org/abs/2507.22885v1,2025-07-31T21:50:18.139772
Floquet Spin Splitting and Spin Generation in Antiferromagnets,"Bo Li, Ding-Fu Shao, Alexey A. Kovalev",2025-07-30 17:59:07,"In antiferromagnetic spintronics, accessing the spin degree of freedom is
essential for generating spin currents and manipulating magnetic order, which
generally requires lifting spin degeneracy. This is typically achieved through
relativistic spin-orbit coupling or non-relativistic spin splitting in
altermagnets. Here, we propose an alternative approach: a dynamical spin
splitting induced by an optical field in antiferromagnets. By coupling the
driven system to a thermal bath, we demonstrate the emergence of steady-state
pure spin currents, as well as linear-response longitudinal and transverse spin
currents. Crucially, thermal bath engineering allows the generation of a net
spin accumulation without relying on spin-orbit coupling. Our results provide a
broadly applicable and experimentally tunable route to control spins in
antiferromagnets, offering new opportunities for spin generation and
manipulation in antiferromagnetic spintronics.",http://arxiv.org/abs/2507.22884v1,http://arxiv.org/pdf/2507.22884v1,http://arxiv.org/abs/2507.22884v1,2025-07-31T21:50:18.142296
Operational interpretation of the Stabilizer Entropy,"Lennart Bittel, Lorenzo Leone",2025-07-30 17:58:40,"Magic-state resource theory is a fundamental framework with far-reaching
applications in quantum error correction and the classical simulation of
quantum systems. Recent advances have significantly deepened our understanding
of magic as a resource across diverse domains, including many-body physics,
nuclear and particle physics, and quantum chemistry. Central to this progress
is the stabilizer R\'enyi entropy, a computable and experimentally accessible
magic monotone. Despite its widespread adoption, a rigorous operational
interpretation of the stabilizer entropy has remained an open problem. In this
work, we provide such an interpretation in the context of quantum property
testing. By showing that the stabilizer entropy is the most robust measurable
magic monotone, we demonstrate that the Clifford orbit of a quantum state
becomes exponentially indistinguishable from Haar-random states, at a rate
governed by the stabilizer entropy $M(\psi)$ and the number of available
copies. This implies that the Clifford orbit forms an approximate state
$k$-design, with an approximation error $\Theta(\exp(-M(\psi))$. Conversely, we
establish that the optimal probability of distinguishing a given quantum state
from the set of stabilizer states is also governed by its stabilizer entropy.
These results reveal that the stabilizer entropy quantitatively characterizes
the transition from stabilizer states to universal quantum states, thereby
offering a comprehensive operational perspective of the stabilizer entropy as a
quantum resource.",http://arxiv.org/abs/2507.22883v1,http://arxiv.org/pdf/2507.22883v1,http://arxiv.org/abs/2507.22883v1,2025-07-31T21:50:18.144526
Non-classicality at equilibrium and efficient predictions under non-commuting charges,"Lodovico Scarpa, Nishan Ranabhat, Amit Te'eni, Abdulla Alhajri, Vlatko Vedral, Fabio Anza, Luis Pedro García-Pintos",2025-07-30 17:57:06,"A quantum thermodynamic system can conserve non-commuting observables, but
the consequences of this phenomenon on relaxation are still not fully
understood. We investigate this problem by leveraging an observable-dependent
approach to equilibration and thermalization in isolated quantum systems. We
extend such approach to scenarios with non-commuting charges, and show that it
can accurately estimate the equilibrium distribution of coarse observables
without access to the energy eigenvalues and eigenvectors. Our predictions do
not require weak coupling and are not restricted to local observables, thus
providing an advantage over the non-Abelian thermal state. Within this
approach, weak values and quasiprobability distributions emerge naturally and
play a crucial role in characterizing the equilibrium distributions of
observables. We show and numerically confirm that, due to charges'
non-commutativity, these weak values can be anomalous even at equilibrium,
which has been proven to be a proxy for non-classicality. Our work thus
uncovers a novel connection between the relaxation of observables under
non-commuting charges, weak values, and Kirkwood-Dirac quasiprobability
distributions.",http://arxiv.org/abs/2507.22882v1,http://arxiv.org/pdf/2507.22882v1,http://arxiv.org/abs/2507.22882v1,2025-07-31T21:50:18.144526
AUV-Fusion: Cross-Modal Adversarial Fusion of User Interactions and Visual Perturbations Against VARS,"Hai Ling, Tianchi Wang, Xiaohao Liu, Zhulin Tao, Lifang Yang, Xianglin Huang",2025-07-30 17:55:09,"Modern Visual-Aware Recommender Systems (VARS) exploit the integration of
user interaction data and visual features to deliver personalized
recommendations with high precision. However, their robustness against
adversarial attacks remains largely underexplored, posing significant risks to
system reliability and security. Existing attack strategies suffer from notable
limitations: shilling attacks are costly and detectable, and visual-only
perturbations often fail to align with user preferences. To address these
challenges, we propose AUV-Fusion, a cross-modal adversarial attack framework
that adopts high-order user preference modeling and cross-modal adversary
generation. Specifically, we obtain robust user embeddings through multi-hop
user-item interactions and transform them via an MLP into semantically aligned
perturbations. These perturbations are injected onto the latent space of a
pre-trained VAE within the diffusion model. By synergistically integrating
genuine user interaction data with visually plausible perturbations, AUV-Fusion
eliminates the need for injecting fake user profiles and effectively mitigates
the challenge of insufficient user preference extraction inherent in
traditional visual-only attacks. Comprehensive evaluations on diverse VARS
architectures and real-world datasets demonstrate that AUV-Fusion significantly
enhances the exposure of target (cold-start) items compared to conventional
baseline methods. Moreover, AUV-Fusion maintains exceptional stealth under
rigorous scrutiny.",http://arxiv.org/abs/2507.22880v1,http://arxiv.org/pdf/2507.22880v1,http://arxiv.org/abs/2507.22880v1,2025-07-31T21:50:18.151126
RecGPT Technical Report,"Chao Yi, Dian Chen, Gaoyang Guo, Jiakai Tang, Jian Wu, Jing Yu, Mao Zhang, Sunhao Dai, Wen Chen, Wenjun Yang, Yuning Jiang, Zhujin Gao, Bo Zheng, Chi Li, Dimin Wang, Dixuan Wang, Fan Li, Fan Zhang, Haibin Chen, Haozhuang Liu, Jialin Zhu, Jiamang Wang, Jiawei Wu, Jin Cui, Ju Huang, Kai Zhang, Kan Liu, Lang Tian, Liang Rao, Longbin Li, Lulu Zhao, Na He, Peiyang Wang, Qiqi Huang, Tao Luo, Wenbo Su, Xiaoxiao He, Xin Tong, Xu Chen, Xunke Xi, Yang Li, Yaxuan Wu, Yeqiu Yang, Yi Hu, Yinnan Song, Yuchen Li, Yujie Luo, Yujin Yuan, Yuliang Yan, Zhengyang Wang, Zhibo Xiao, Zhixin Ma, Zile Zhou, Ziqi Zhang",2025-07-30 17:55:06,"Recommender systems are among the most impactful applications of artificial
intelligence, serving as critical infrastructure connecting users, merchants,
and platforms. However, most current industrial systems remain heavily reliant
on historical co-occurrence patterns and log-fitting objectives, i.e.,
optimizing for past user interactions without explicitly modeling user intent.
This log-fitting approach often leads to overfitting to narrow historical
preferences, failing to capture users' evolving and latent interests. As a
result, it reinforces filter bubbles and long-tail phenomena, ultimately
harming user experience and threatening the sustainability of the whole
recommendation ecosystem.
  To address these challenges, we rethink the overall design paradigm of
recommender systems and propose RecGPT, a next-generation framework that places
user intent at the center of the recommendation pipeline. By integrating large
language models (LLMs) into key stages of user interest mining, item retrieval,
and explanation generation, RecGPT transforms log-fitting recommendation into
an intent-centric process. To effectively align general-purpose LLMs to the
above domain-specific recommendation tasks at scale, RecGPT incorporates a
multi-stage training paradigm, which integrates reasoning-enhanced
pre-alignment and self-training evolution, guided by a Human-LLM cooperative
judge system. Currently, RecGPT has been fully deployed on the Taobao App.
Online experiments demonstrate that RecGPT achieves consistent performance
gains across stakeholders: users benefit from increased content diversity and
satisfaction, merchants and the platform gain greater exposure and conversions.
These comprehensive improvement results across all stakeholders validates that
LLM-driven, intent-centric design can foster a more sustainable and mutually
beneficial recommendation ecosystem.",http://arxiv.org/abs/2507.22879v2,http://arxiv.org/pdf/2507.22879v2,http://arxiv.org/abs/2507.22879v2,2025-07-31T21:50:18.157868
Automatically discovering heuristics in a complex SAT solver with large language models,"Yiwen Sun, Furong Ye, Zhihan Chen, Ke Wei, Shaowei Cai",2025-07-30 17:52:25,"Satisfiability problem (SAT) is a cornerstone of computational complexity
with broad industrial applications, and it remains challenging to optimize
modern SAT solvers in real-world settings due to their intricate architectures.
While automatic configuration frameworks have been developed, they rely on
manually constrained search spaces and yield limited performance gains. This
work introduces a novel paradigm which effectively optimizes complex SAT
solvers via Large Language Models (LLMs), and a tool called AutoModSAT is
developed. Three fundamental challenges are addressed in order to achieve
superior performance: (1) LLM-friendly solver: Systematic guidelines are
proposed for developing a modularized solver to meet LLMs' compatibility,
emphasizing code simplification, information share and bug reduction; (2)
Automatic prompt optimization: An unsupervised automatic prompt optimization
method is introduced to advance the diversity of LLMs' output; (3) Efficient
search strategy: We design a presearch strategy and an EA evolutionary
algorithm for the final efficient and effective discovery of heuristics.
Extensive experiments across a wide range of datasets demonstrate that
AutoModSAT achieves 50% performance improvement over the baseline solver and
achieves 30% superiority against the state-of-the-art (SOTA) solvers. Moreover,
AutoModSAT attains a 20% speedup on average compared to parameter-tuned
alternatives of the SOTA solvers, showcasing the enhanced capability in
handling complex problem instances. This work bridges the gap between AI-driven
heuristics discovery and mission-critical system optimization, and provides
both methodological advancements and empirically validated results for
next-generation complex solver development.",http://arxiv.org/abs/2507.22876v1,http://arxiv.org/pdf/2507.22876v1,http://arxiv.org/abs/2507.22876v1,2025-07-31T21:50:18.160693
Non-periodic Boundary Conditions for Euler Class and Dynamical Signatures of Obstruction,"Osama A. Alsaiari, Adrien Bouhon, Robert-Jan Slager, F. Nur Ünal",2025-07-30 17:49:19,"While the landscape of free-fermion phases has drastically been expanded in
the last decades, recently novel multi-gap topological phases were proposed
where groups of bands can acquire new invariants such as Euler class. As in
conventional single-gap topologies, obstruction plays an inherent role that so
far has only been incidentally addressed. We here systematically investigate
the nuances of the relation between the non-Bravais lattice configurations and
the Brillouin zone boundary conditions (BZBCs) for any number of dimensions.
Clarifying the nomenclature, we provide a general periodictization recipe to
obtain a gauge with an almost Brillouin-zone-periodic Bloch Hamiltonian both
generally and upon imposing a reality condition on Hamiltonians for Euler
class. Focusing on three-band $\mathcal{C}_2$ symmetric Euler systems in two
dimensions as a guiding example, we present a procedure to enumerate the
possible lattice configurations, and thus the unique BZBCs possibilities. We
establish a comprehensive classification for the identified BZBC patterns
according to the parity constraints they impose on the Euler invariant,
highlighting how it extends to more bands and higher dimensions. Moreover, by
building upon previous work utilizing Hopf maps, we illustrate physical
consequences of non-trivial BZBCs in the quench dynamics of non-Bravais lattice
Euler systems, reflecting the parity of the Euler invariant. We numerically
confirm our results and corresponding observable signatures, and discuss
possible experimental implementations. Our work presents a general framework to
study the role of non-trivial boundary conditions and obstructions on multi-gap
topology that can be employed for arbitrary number bands or in higher
dimensions.",http://arxiv.org/abs/2507.22874v1,http://arxiv.org/pdf/2507.22874v1,http://arxiv.org/abs/2507.22874v1,2025-07-31T21:50:18.160693
LCS: An AI-based Low-Complexity Scaler for Power-Efficient Super-Resolution of Game Content,"Simon Pochinda, Momen K. Tageldeen, Mark Thompson, Tony Rinaldi, Troy Giorshev, Keith Lee, Jie Zhou, Frederick Walls",2025-07-30 17:47:25,"The increasing complexity of content rendering in modern games has led to a
problematic growth in the workload of the GPU. In this paper, we propose an
AI-based low-complexity scaler (LCS) inspired by state-of-the-art efficient
super-resolution (ESR) models which could offload the workload on the GPU to a
low-power device such as a neural processing unit (NPU). The LCS is trained on
GameIR image pairs natively rendered at low and high resolution. We utilize
adversarial training to encourage reconstruction of perceptually important
details, and apply reparameterization and quantization techniques to reduce
model complexity and size. In our comparative analysis we evaluate the LCS
alongside the publicly available AMD hardware-based Edge Adaptive Scaling
Function (EASF) and AMD FidelityFX Super Resolution 1 (FSR1) on five different
metrics, and find that the LCS achieves better perceptual quality,
demonstrating the potential of ESR models for upscaling on resource-constrained
devices.",http://arxiv.org/abs/2507.22873v1,http://arxiv.org/pdf/2507.22873v1,http://arxiv.org/abs/2507.22873v1,2025-07-31T21:50:18.160693
Tracking research software outputs in the UK,"Domhnall Carlin, Austen Rainer",2025-07-30 17:46:47,"Research software is crucial in the research process and the growth of Open
Science underscores the importance of accessing research artifacts, like data
and code, raising traceability challenges among outputs. While it is a clear
principle that research code, along with other essential outputs, should be
recognised as artifacts of the research process, the how of this principle
remains variable. This study examines where UK academic institutions store and
register software as a unique research output, searching the UKRI's Gateway to
Research (GtR) metadata for publicly funded research software in the UK. The
quantity of software reported as research outcomes remains low in proportion to
other categories. Artifact sharing appears low, with one-quarter of the
reported software having no links and 45% having either a missing or erroneous
URL. Of the valid URLs, we find the single largest category is Public
Commercial Code Repository, with GitHub being the host of 18% of all publicly
funded research software listed. These observations are contrasted with past
findings from 2023 and finally, we discuss the lack of artifact sharing in UK
research, with resulting implications for the maintenance and evolution of
research software. Without dissemination, research software risks demotion to a
transient artifact, useful only to meet short term research demands but
ultimately lost to the broader enterprise of science.",http://arxiv.org/abs/2507.22871v1,http://arxiv.org/pdf/2507.22871v1,http://arxiv.org/abs/2507.22871v1,2025-07-31T21:50:18.160693
Sulfur oxides tracing streamers and shocks at low mass protostellar disk-envelope interfaces,"X. -C. Liu, E. F. van Dishoeck, M. R. Hogerheijde, M. L. van Gelder, Y. Chen, T. Liu, M. van't Hoff, M. N. Drozdovskaya, E. Artur de la Villarmois, X. -F. Mai, Ł. Tychoniec",2025-07-30 17:46:15,"Accretion shocks are thought to play a crucial role in the early stages of
star and planet formation, but their direct observational evidence remains
elusive, particularly regarding the molecular tracers of these processes. In
this work, we searched for features of accretion shocks by observing the
emission of SO and SO$_2$ using ALMA in Band 6 towards nearby Class I
protostars. We analyze the SO and SO$_2$ emission from Oph IRS 63, DK Cha, and
L1527, which have different disk inclination angles, ranging from nearly
face-on to edge-on. SO emission is found to be concentrated in rings at the
centrifugal barriers of the infalling envelopes. These rings are projected onto
the plane of the sky as ellipses or parallel slabs, depending on the
inclination angles. Spiral-like streamers with SO emission are also common,
with warm ($T_{\rm ex} > 50$ K) and even hot ($T_{\rm ex} \gtrsim 100$ K) spots
or segments of SO$_2$ observed near the centrifugal barriers. Inspired by these
findings, we present a model that consistently explains the accretion shock
traced by SO and SO$_2$, where the shock occurs primarily in two regions: (1)
the centrifugal barriers, and (2) the surface of the disk-like inner envelope
outside the centrifugal barrier. The outer envelope gains angular momentum
through outflows, causing it to fall onto the midplane at or outside the
centrifugal barrier, leading to a disk-like inner envelope that is
pressure-confined by the accretion shock and moves in a rotating-and-infalling
motion. We classify the streamers into two types--those in the midplane and
those off the midplane. These streamers interact with the inner envelopes in
different ways, resulting in different patterns of shocked regions. We suggest
that the shock-related chemistry at the surfaces of the disk and the disk-like
inner envelope warrants further special attention.",http://arxiv.org/abs/2507.22870v1,http://arxiv.org/pdf/2507.22870v1,http://arxiv.org/abs/2507.22870v1,2025-07-31T21:50:18.168968
Inference on Common Trends in a Cointegrated Nonlinear SVAR,"James A. Duffy, Xiyu Jiao",2025-07-30 17:44:07,"We consider the problem of performing inference on the number of common
stochastic trends when data is generated by a cointegrated CKSVAR (a
two-regime, piecewise-linear SVAR; Mavroeidis, 2021), using a modified version
of the Breitung (2002) multivariate variance ratio test that is robust to the
presence of nonlinear cointegration (of a known form). To derive the
asymptotics of our test statistic, we prove a fundamental LLN-type result for a
class of stable but nonstationary autoregressive processes, using a novel dual
linear process approximation. We show that our modified test yields correct
inferences regarding the number of common trends in such a system, whereas the
unmodified test tends to infer a higher number of common trends than are
actually present, when cointegrating relations are nonlinear.",http://arxiv.org/abs/2507.22869v1,http://arxiv.org/pdf/2507.22869v1,http://arxiv.org/abs/2507.22869v1,2025-07-31T21:50:18.170067
All-polarisation beamsplitters for interferometer applications,"S. L. Kranzhoff, Z. Van Ranst, J. De Bolle, S. Coessens, S. L. Danilishin, C. Detavernier, P. F. Smet, A. P. Spencer, J. Steinlechner, S. Steinlechner, M. Vardaro, S. Hild",2025-07-30 17:41:27,"Optical beamsplitters with similar properties for orthogonal, linear
polarisation modes are required for realising polarisation-based speedmeter
schemes to reduce back-action noise in gravitational-wave interferometers. In
this paper, we investigate two beamsplitter coatings obtained from Laseroptik
GmbH and Optoman on a best-effort basis that aim for a 50/50 power splitting
ratio and equal overall phase shift for two orthogonal, linear polarisation
modes interacting with the optic. We show that while Laseroptik GmbH opted for
coating stack with 22 alternating layers of Ta2O5 and SiO2, Optoman produced a
much thinner coating made of 5 SiO2 and SiOx (0 < x < 2) layers. With these
strategies, the Laseroptik coating achieves an equal power reflectivity of 51%
at 46 deg angle of incidence, and zero phase shift between both polarisations
at 44.25 deg angle of incidence. The Optoman coating achieves power
reflectivities of 49% for s-polarisation and 51% for p-polarisation with a
differential phase shift around 5 deg largely independent of the angle of
incidence.",http://arxiv.org/abs/2507.22866v1,http://arxiv.org/pdf/2507.22866v1,http://arxiv.org/abs/2507.22866v1,2025-07-31T21:50:18.170067
Age of Estimates: When to Submit Jobs to a Markov Machine to Maximize Revenue,"Sahan Liyanaarachchi, Sennur Ulukus",2025-07-30 17:41:14,"With the dawn of AI factories ushering a new era of computing supremacy,
development of strategies to effectively track and utilize the available
computing resources is garnering utmost importance. These computing resources
are often modeled as Markov sources, which oscillate between free and busy
states, depending on their internal load and external utilization, and are
commonly referred to as Markov machines (MMs). Most of the prior work solely
focuses on the problem of tracking these MMs, while often assuming a
rudimentary decision process that governs their utilization. Our key
observation is that the ultimate goal of tracking a MM is to properly utilize
it. In this work, we consider the problem of maximizing the utility of a MM,
where the utility is defined as the average revenue generated by the MM.
Assuming a Poisson job arrival process and a query-based sampling procedure to
sample the state of the MM, we find the optimal times to submit the available
jobs to the MM so as to maximize the average revenue generated per unit job. We
show that, depending on the parameters of the MM, the optimal policy is in the
form of either a \emph{threshold policy} or a \emph{switching policy} based on
the \emph{age of our estimate} of the state of the MM.",http://arxiv.org/abs/2507.22865v1,http://arxiv.org/pdf/2507.22865v1,http://arxiv.org/abs/2507.22865v1,2025-07-31T21:50:18.170067
Complex topologies in phase separated droplets predicted from universal phase diagram,"Amit Kumar, Gary H. Karpen, Samuel A. Safran",2025-07-30 17:37:21,"Phase separation of two phase separating solutes in a common solvent can
result in mesoscale (micron-sized) droplets with complex topologies of the
domains of each solute within each droplet. Such topologies have been observed
in-vitro in systems of chromatin oligomers, biomolecular condensates, and
polymeric mixtures. In these systems the solutes phase separate from the
solvent into droplets due to the relatively large free energy gain, which
includes the energies and entropies of mixing with the solvent. Within each
droplet, further phase separation can occur between the two solutes due to an
additional free energy difference that promotes their demixing; in some
systems, the extent of demixing can be, in some cases, be modulated by an
additional component. The minimal free energy topologies are predicted as
universal functions of the interfacial tension ratios and fractions of each
solute within a droplet. We compare the predictions with several experimental
systems to estimate the ranges of interfacial tensions. Experimental aspects
that may depend on the kinetics or molecular weight variations in the system
are also discussed.",http://arxiv.org/abs/2507.22860v1,http://arxiv.org/pdf/2507.22860v1,http://arxiv.org/abs/2507.22860v1,2025-07-31T21:50:18.178376
Synchronization of mean-field models on the circle,"Yury Polyanskiy, Philippe Rigollet, Andrew Yao",2025-07-30 17:31:57,"This paper considers a mean-field model of $n$ interacting particles whose
state space is the unit circle, a generalization of the classical Kuramoto
model. Global synchronization is said to occur if after starting from almost
any initial state, all particles coalesce to a common point on the circle. We
propose a general synchronization criterion in terms of $L_1$-norm of the third
derivative of the particle interaction function. As an application we resolve a
conjecture for the so-called self-attention dynamics (stylized model of
transformers), by showing synchronization for all $\beta \ge -0.16$, which
significantly extends the previous bound of $0\le \beta \le 1$ from
Criscitiello, Rebjock, McRae, and Boumal (2024). We also show that global
synchronization does not occur when $\beta < -2/3$.",http://arxiv.org/abs/2507.22857v1,http://arxiv.org/pdf/2507.22857v1,http://arxiv.org/abs/2507.22857v1,2025-07-31T21:50:18.178376
